benchmark=kaluza,solver=ic3ia,TO=20.000000
path,sat,time,step
benchmark/laut/kaluza/587/sink.vmt,1,0.069268,4
benchmark/laut/kaluza/156/sink.vmt,1,0.469286,6
benchmark/laut/kaluza/1968/sink.vmt,0,0.032972,1
benchmark/laut/kaluza/1115/sink.vmt,0,0.067343,1
benchmark/laut/kaluza/1305/sink.vmt,0,0.033893,1
benchmark/laut/kaluza/771/sink.vmt,1,0.032974,1
benchmark/laut/kaluza/1737/sink.vmt,0,0.018322,1
benchmark/laut/kaluza/1908/sink.vmt,1,0.017586,0
benchmark/laut/kaluza/953/sink.vmt,0,0.117827,4
benchmark/laut/kaluza/323/sink.vmt,1,0.170020,5
benchmark/laut/kaluza/1041/sink.vmt,1,0.317208,20
benchmark/laut/kaluza/93/sink.vmt,1,0.035242,4
benchmark/laut/kaluza/1758/sink.vmt,1,0.032980,1
benchmark/laut/kaluza/1925/sink.vmt,0,0.017226,1
benchmark/laut/kaluza/831/sink.vmt,1,0.017334,0
benchmark/laut/kaluza/386/sink.vmt,1,0.016963,0
benchmark/laut/kaluza/1417/sink.vmt,0,0.022856,1
benchmark/laut/kaluza/1271/sink.vmt,0,0.034300,1
benchmark/laut/kaluza/1544/sink.vmt,0,0.037486,1
benchmark/laut/kaluza/1439/sink.vmt,t,0.0,0
benchmark/laut/kaluza/1631/sink.vmt,1,0.319382,21
benchmark/laut/kaluza/711/sink.vmt,0,0.033898,1
benchmark/laut/kaluza/1101/sink.vmt,0,0.066167,1
benchmark/laut/kaluza/1173/sink.vmt,0,0.272717,16
benchmark/laut/kaluza/1604/sink.vmt,0,0.317900,16
benchmark/laut/kaluza/663/sink.vmt,0,0.015627,1
benchmark/laut/kaluza/1216/sink.vmt,0,0.117165,4
benchmark/laut/kaluza/567/sink.vmt,1,0.478525,24
benchmark/laut/kaluza/1055/sink.vmt,1,0.035716,0
benchmark/laut/kaluza/1179/sink.vmt,1,0.269079,19
benchmark/laut/kaluza/1576/sink.vmt,1,0.272271,20
benchmark/laut/kaluza/942/sink.vmt,0,0.023977,1
benchmark/laut/kaluza/1097/sink.vmt,0,0.034334,1
benchmark/laut/kaluza/520/sink.vmt,1,0.271961,19
benchmark/laut/kaluza/429/sink.vmt,0,0.017563,1
benchmark/laut/kaluza/878/sink.vmt,0,0.323533,16
benchmark/laut/kaluza/1195/sink.vmt,1,0.039140,1
benchmark/laut/kaluza/87/sink.vmt,1,0.034503,4
benchmark/laut/kaluza/709/sink.vmt,0,0.017587,1
benchmark/laut/kaluza/874/sink.vmt,0,0.033737,1
benchmark/laut/kaluza/785/sink.vmt,1,0.032734,1
benchmark/laut/kaluza/606/sink.vmt,0,0.034323,1
benchmark/laut/kaluza/88/sink.vmt,1,0.066978,4
benchmark/laut/kaluza/1647/sink.vmt,0,0.017580,1
benchmark/laut/kaluza/266/sink.vmt,1,0.019179,0
benchmark/laut/kaluza/1807/sink.vmt,1,0.321336,11
benchmark/laut/kaluza/1453/sink.vmt,0,0.019550,1
benchmark/laut/kaluza/1989/sink.vmt,1,0.017108,0
benchmark/laut/kaluza/965/sink.vmt,0,0.017632,1
benchmark/laut/kaluza/1140/sink.vmt,1,0.018464,0
benchmark/laut/kaluza/2000/sink.vmt,1,0.032974,1
benchmark/laut/kaluza/1552/sink.vmt,1,0.033214,1
benchmark/laut/kaluza/1795/sink.vmt,1,0.034949,1
benchmark/laut/kaluza/1937/sink.vmt,1,0.033601,1
benchmark/laut/kaluza/1612/sink.vmt,0,0.016243,1
benchmark/laut/kaluza/543/sink.vmt,0,0.036101,1
benchmark/laut/kaluza/470/sink.vmt,1,0.216916,19
benchmark/laut/kaluza/1747/sink.vmt,0,0.037111,1
benchmark/laut/kaluza/579/sink.vmt,0,0.118425,4
benchmark/laut/kaluza/1099/sink.vmt,1,0.316917,20
benchmark/laut/kaluza/1996/sink.vmt,0,0.119751,4
benchmark/laut/kaluza/1915/sink.vmt,1,0.032792,1
benchmark/laut/kaluza/996/sink.vmt,1,0.032331,1
benchmark/laut/kaluza/454/sink.vmt,1,0.271759,20
benchmark/laut/kaluza/214/sink.vmt,1,0.018430,0
benchmark/laut/kaluza/529/sink.vmt,0,0.019946,1
benchmark/laut/kaluza/738/sink.vmt,1,0.521070,24
benchmark/laut/kaluza/580/sink.vmt,0,0.020012,1
benchmark/laut/kaluza/947/sink.vmt,1,0.220055,19
benchmark/laut/kaluza/1533/sink.vmt,0,0.019056,1
benchmark/laut/kaluza/1906/sink.vmt,0,0.017915,1
benchmark/laut/kaluza/751/sink.vmt,0,0.016559,1
benchmark/laut/kaluza/1223/sink.vmt,0,0.016351,1
benchmark/laut/kaluza/1551/sink.vmt,1,0.322470,11
benchmark/laut/kaluza/204/sink.vmt,t,0.0,0
benchmark/laut/kaluza/723/sink.vmt,1,0.521445,6
benchmark/laut/kaluza/325/sink.vmt,1,0.169113,0
benchmark/laut/kaluza/1546/sink.vmt,0,0.319859,16
benchmark/laut/kaluza/773/sink.vmt,0,0.016991,1
benchmark/laut/kaluza/1149/sink.vmt,0,0.018066,1
benchmark/laut/kaluza/152/sink.vmt,1,0.472048,6
benchmark/laut/kaluza/1955/sink.vmt,1,0.331740,20
benchmark/laut/kaluza/596/sink.vmt,0,0.069640,1
benchmark/laut/kaluza/615/sink.vmt,1,0.218536,19
benchmark/laut/kaluza/1517/sink.vmt,0,0.017471,1
benchmark/laut/kaluza/150/sink.vmt,1,0.019294,1
benchmark/laut/kaluza/136/sink.vmt,0,0.017163,1
benchmark/laut/kaluza/1798/sink.vmt,1,0.034863,1
benchmark/laut/kaluza/791/sink.vmt,0,0.017223,1
benchmark/laut/kaluza/1316/sink.vmt,1,0.036603,1
benchmark/laut/kaluza/1116/sink.vmt,1,0.318607,11
benchmark/laut/kaluza/1545/sink.vmt,0,0.032243,1
benchmark/laut/kaluza/694/sink.vmt,1,0.033682,1
benchmark/laut/kaluza/928/sink.vmt,0,0.017377,1
benchmark/laut/kaluza/78/sink.vmt,1,0.017443,0
benchmark/laut/kaluza/843/sink.vmt,0,0.117829,4
benchmark/laut/kaluza/1411/sink.vmt,1,0.529905,6
benchmark/laut/kaluza/1473/sink.vmt,0,0.065862,1
benchmark/laut/kaluza/1504/sink.vmt,1,0.319036,11
benchmark/laut/kaluza/188/sink.vmt,0,0.036106,1
benchmark/laut/kaluza/444/sink.vmt,0,0.033795,1
benchmark/laut/kaluza/1688/sink.vmt,1,0.271274,20
benchmark/laut/kaluza/501/sink.vmt,1,0.218190,19
benchmark/laut/kaluza/513/sink.vmt,1,0.018311,0
benchmark/laut/kaluza/1131/sink.vmt,1,0.468450,24
benchmark/laut/kaluza/621/sink.vmt,0,0.020835,1
benchmark/laut/kaluza/1583/sink.vmt,0,0.168357,4
benchmark/laut/kaluza/645/sink.vmt,1,0.269830,20
benchmark/laut/kaluza/1777/sink.vmt,1,0.267327,19
benchmark/laut/kaluza/1313/sink.vmt,0,0.033105,1
benchmark/laut/kaluza/948/sink.vmt,1,0.215793,19
benchmark/laut/kaluza/189/sink.vmt,1,0.723338,49
benchmark/laut/kaluza/724/sink.vmt,0,0.117549,4
benchmark/laut/kaluza/1741/sink.vmt,0,0.033119,1
benchmark/laut/kaluza/643/sink.vmt,0,0.119431,4
benchmark/laut/kaluza/79/sink.vmt,1,0.016594,0
benchmark/laut/kaluza/358/sink.vmt,0,0.316723,16
benchmark/laut/kaluza/929/sink.vmt,1,0.221390,19
benchmark/laut/kaluza/356/sink.vmt,0,0.065702,1
benchmark/laut/kaluza/84/sink.vmt,1,0.065974,4
benchmark/laut/kaluza/1070/sink.vmt,1,0.221989,19
benchmark/laut/kaluza/103/sink.vmt,1,0.068210,1
benchmark/laut/kaluza/719/sink.vmt,t,0.0,0
benchmark/laut/kaluza/940/sink.vmt,0,0.017997,1
benchmark/laut/kaluza/1165/sink.vmt,0,0.269843,16
benchmark/laut/kaluza/1936/sink.vmt,1,0.023343,1
benchmark/laut/kaluza/409/sink.vmt,1,0.016264,0
benchmark/laut/kaluza/1072/sink.vmt,1,0.320271,20
benchmark/laut/kaluza/1419/sink.vmt,0,0.017228,1
benchmark/laut/kaluza/897/sink.vmt,1,0.018168,0
benchmark/laut/kaluza/1792/sink.vmt,1,0.274256,19
benchmark/laut/kaluza/480/sink.vmt,1,0.522310,6
benchmark/laut/kaluza/1705/sink.vmt,0,0.035702,1
benchmark/laut/kaluza/1154/sink.vmt,0,0.018065,1
benchmark/laut/kaluza/1298/sink.vmt,1,0.219364,19
benchmark/laut/kaluza/779/sink.vmt,0,0.034101,1
benchmark/laut/kaluza/1187/sink.vmt,1,0.268327,21
benchmark/laut/kaluza/1157/sink.vmt,1,0.067837,1
benchmark/laut/kaluza/1547/sink.vmt,0,0.219398,13
benchmark/laut/kaluza/1118/sink.vmt,1,0.323266,11
benchmark/laut/kaluza/1306/sink.vmt,0,0.017091,1
benchmark/laut/kaluza/1999/sink.vmt,0,0.018719,1
benchmark/laut/kaluza/568/sink.vmt,1,0.471815,6
benchmark/laut/kaluza/883/sink.vmt,0,0.033528,1
benchmark/laut/kaluza/1779/sink.vmt,0,0.269662,16
benchmark/laut/kaluza/1628/sink.vmt,1,0.319521,20
benchmark/laut/kaluza/332/sink.vmt,1,0.033955,1
benchmark/laut/kaluza/818/sink.vmt,1,0.320388,21
benchmark/laut/kaluza/957/sink.vmt,0,0.018280,1
benchmark/laut/kaluza/12/sink.vmt,0,0.018293,1
benchmark/laut/kaluza/1450/sink.vmt,1,0.217682,19
benchmark/laut/kaluza/425/sink.vmt,0,0.068348,1
benchmark/laut/kaluza/569/sink.vmt,0,0.038127,1
benchmark/laut/kaluza/1538/sink.vmt,0,0.033550,1
benchmark/laut/kaluza/1611/sink.vmt,0,0.034558,1
benchmark/laut/kaluza/43/sink.vmt,0,0.017981,1
benchmark/laut/kaluza/177/sink.vmt,1,0.036056,4
benchmark/laut/kaluza/1640/sink.vmt,1,0.219881,19
benchmark/laut/kaluza/82/sink.vmt,t,0.0,0
benchmark/laut/kaluza/1284/sink.vmt,0,0.021630,1
benchmark/laut/kaluza/169/sink.vmt,1,0.033501,4
benchmark/laut/kaluza/1447/sink.vmt,0,0.019216,1
benchmark/laut/kaluza/1380/sink.vmt,1,0.269022,20
benchmark/laut/kaluza/1803/sink.vmt,1,0.521714,24
benchmark/laut/kaluza/1263/sink.vmt,0,0.018713,1
benchmark/laut/kaluza/191/sink.vmt,1,0.018294,0
benchmark/laut/kaluza/632/sink.vmt,1,0.317505,20
benchmark/laut/kaluza/610/sink.vmt,1,0.219304,19
benchmark/laut/kaluza/1345/sink.vmt,0,0.017805,1
benchmark/laut/kaluza/667/sink.vmt,1,0.271069,19
benchmark/laut/kaluza/1017/sink.vmt,1,0.267293,21
benchmark/laut/kaluza/426/sink.vmt,0,0.036847,1
benchmark/laut/kaluza/315/sink.vmt,1,0.420698,6
benchmark/laut/kaluza/916/sink.vmt,0,0.036148,1
benchmark/laut/kaluza/1570/sink.vmt,0,0.320270,16
benchmark/laut/kaluza/767/sink.vmt,1,0.217162,19
benchmark/laut/kaluza/1423/sink.vmt,1,0.319758,19
benchmark/laut/kaluza/531/sink.vmt,1,0.035909,1
benchmark/laut/kaluza/1657/sink.vmt,1,0.067793,1
benchmark/laut/kaluza/1860/sink.vmt,1,0.270397,19
benchmark/laut/kaluza/1731/sink.vmt,0,0.017808,1
benchmark/laut/kaluza/1012/sink.vmt,0,0.022371,1
benchmark/laut/kaluza/1914/sink.vmt,1,0.267128,19
benchmark/laut/kaluza/464/sink.vmt,1,0.272641,21
benchmark/laut/kaluza/614/sink.vmt,1,0.371485,11
benchmark/laut/kaluza/1579/sink.vmt,0,0.018574,1
benchmark/laut/kaluza/721/sink.vmt,0,0.021421,1
benchmark/laut/kaluza/871/sink.vmt,1,0.217752,18
benchmark/laut/kaluza/572/sink.vmt,1,0.323040,20
benchmark/laut/kaluza/755/sink.vmt,0,0.035505,1
benchmark/laut/kaluza/1483/sink.vmt,0,0.033883,1
benchmark/laut/kaluza/1967/sink.vmt,0,0.016683,1
benchmark/laut/kaluza/565/sink.vmt,0,0.017923,1
benchmark/laut/kaluza/504/sink.vmt,0,0.168287,9
benchmark/laut/kaluza/1718/sink.vmt,1,0.035201,1
benchmark/laut/kaluza/1421/sink.vmt,1,0.318826,11
benchmark/laut/kaluza/1910/sink.vmt,1,0.039950,1
benchmark/laut/kaluza/553/sink.vmt,0,0.041619,1
benchmark/laut/kaluza/1073/sink.vmt,1,0.168437,5
benchmark/laut/kaluza/334/sink.vmt,1,0.073314,1
benchmark/laut/kaluza/989/sink.vmt,1,0.217167,19
benchmark/laut/kaluza/1125/sink.vmt,0,0.017730,1
benchmark/laut/kaluza/641/sink.vmt,0,0.068538,1
benchmark/laut/kaluza/1856/sink.vmt,1,0.269879,21
benchmark/laut/kaluza/331/sink.vmt,1,0.033059,1
benchmark/laut/kaluza/1008/sink.vmt,1,0.472504,6
benchmark/laut/kaluza/560/sink.vmt,1,0.019008,1
benchmark/laut/kaluza/463/sink.vmt,0,0.017910,1
benchmark/laut/kaluza/541/sink.vmt,1,0.066607,4
benchmark/laut/kaluza/511/sink.vmt,1,0.473743,6
benchmark/laut/kaluza/1488/sink.vmt,1,0.272160,20
benchmark/laut/kaluza/1491/sink.vmt,0,0.322743,16
benchmark/laut/kaluza/1044/sink.vmt,0,0.037181,1
benchmark/laut/kaluza/433/sink.vmt,1,0.274364,19
benchmark/laut/kaluza/1088/sink.vmt,1,0.220173,19
benchmark/laut/kaluza/1059/sink.vmt,1,0.222941,19
benchmark/laut/kaluza/1912/sink.vmt,1,0.033239,1
benchmark/laut/kaluza/1535/sink.vmt,1,0.471401,6
benchmark/laut/kaluza/812/sink.vmt,1,0.320917,20
benchmark/laut/kaluza/1566/sink.vmt,0,0.075114,1
benchmark/laut/kaluza/139/sink.vmt,1,0.472349,6
benchmark/laut/kaluza/1326/sink.vmt,1,0.328190,11
benchmark/laut/kaluza/867/sink.vmt,1,0.267213,20
benchmark/laut/kaluza/260/sink.vmt,0,0.067736,1
benchmark/laut/kaluza/729/sink.vmt,1,0.032714,1
benchmark/laut/kaluza/772/sink.vmt,0,0.018218,1
benchmark/laut/kaluza/1938/sink.vmt,0,0.018480,1
benchmark/laut/kaluza/410/sink.vmt,1,0.033756,1
benchmark/laut/kaluza/1027/sink.vmt,0,0.018992,1
benchmark/laut/kaluza/1982/sink.vmt,0,0.215866,13
benchmark/laut/kaluza/642/sink.vmt,0,0.119626,4
benchmark/laut/kaluza/1993/sink.vmt,0,0.038012,1
benchmark/laut/kaluza/1238/sink.vmt,1,0.222759,19
