benchmark=kaluza,solver=ic3ia,TO=20.000000
path,sat,time,step
benchmark/laut/kaluza/1620/sink.vmt,1,0.065203,4
benchmark/laut/kaluza/1098/sink.vmt,0,0.037693,1
benchmark/laut/kaluza/19/sink.vmt,0,0.032194,1
benchmark/laut/kaluza/1872/sink.vmt,0,0.032212,1
benchmark/laut/kaluza/170/sink.vmt,1,0.035298,1
benchmark/laut/kaluza/1340/sink.vmt,0,0.034642,1
benchmark/laut/kaluza/246/sink.vmt,1,0.033172,1
benchmark/laut/kaluza/684/sink.vmt,1,0.220356,16
benchmark/laut/kaluza/1660/sink.vmt,1,0.067229,1
benchmark/laut/kaluza/458/sink.vmt,0,0.033704,1
benchmark/laut/kaluza/245/sink.vmt,1,0.073703,4
benchmark/laut/kaluza/435/sink.vmt,1,0.318450,20
benchmark/laut/kaluza/341/sink.vmt,0,0.018530,1
benchmark/laut/kaluza/698/sink.vmt,1,0.323948,20
benchmark/laut/kaluza/1177/sink.vmt,0,0.017610,1
benchmark/laut/kaluza/1371/sink.vmt,1,0.272485,20
benchmark/laut/kaluza/1673/sink.vmt,1,0.319172,20
benchmark/laut/kaluza/1132/sink.vmt,1,0.518566,6
benchmark/laut/kaluza/91/sink.vmt,1,0.067041,4
benchmark/laut/kaluza/1264/sink.vmt,0,0.017197,1
benchmark/laut/kaluza/1793/sink.vmt,0,0.123908,4
benchmark/laut/kaluza/1794/sink.vmt,0,0.316995,16
benchmark/laut/kaluza/1889/sink.vmt,0,0.035540,1
benchmark/laut/kaluza/1141/sink.vmt,0,0.065224,1
benchmark/laut/kaluza/1260/sink.vmt,0,0.018299,1
benchmark/laut/kaluza/1693/sink.vmt,1,0.266351,19
benchmark/laut/kaluza/451/sink.vmt,0,0.033121,1
benchmark/laut/kaluza/848/sink.vmt,1,0.317946,20
benchmark/laut/kaluza/749/sink.vmt,1,0.033078,1
benchmark/laut/kaluza/1124/sink.vmt,0,0.119199,4
benchmark/laut/kaluza/1536/sink.vmt,0,0.032518,1
benchmark/laut/kaluza/796/sink.vmt,0,0.034892,1
benchmark/laut/kaluza/633/sink.vmt,1,0.033089,1
benchmark/laut/kaluza/1563/sink.vmt,1,0.367763,11
benchmark/laut/kaluza/810/sink.vmt,0,0.427188,19
benchmark/laut/kaluza/955/sink.vmt,1,0.268138,21
benchmark/laut/kaluza/1153/sink.vmt,0,0.033259,1
benchmark/laut/kaluza/1616/sink.vmt,1,0.325536,21
benchmark/laut/kaluza/562/sink.vmt,1,3.293723,26
benchmark/laut/kaluza/530/sink.vmt,0,0.115441,1
benchmark/laut/kaluza/2/sink.vmt,1,0.070201,4
benchmark/laut/kaluza/1929/sink.vmt,0,0.032712,1
benchmark/laut/kaluza/593/sink.vmt,0,0.035049,1
benchmark/laut/kaluza/629/sink.vmt,1,0.267103,20
benchmark/laut/kaluza/1715/sink.vmt,1,0.265879,20
benchmark/laut/kaluza/885/sink.vmt,0,0.033609,1
benchmark/laut/kaluza/500/sink.vmt,1,0.317918,20
benchmark/laut/kaluza/671/sink.vmt,1,0.369913,11
benchmark/laut/kaluza/472/sink.vmt,1,0.033564,1
benchmark/laut/kaluza/1145/sink.vmt,1,0.116883,11
benchmark/laut/kaluza/1445/sink.vmt,1,0.321974,20
benchmark/laut/kaluza/44/sink.vmt,1,0.066145,4
benchmark/laut/kaluza/264/sink.vmt,1,0.065812,4
benchmark/laut/kaluza/133/sink.vmt,1,0.520561,6
benchmark/laut/kaluza/863/sink.vmt,1,0.043812,1
benchmark/laut/kaluza/984/sink.vmt,0,0.021797,1
benchmark/laut/kaluza/800/sink.vmt,0,0.033257,1
benchmark/laut/kaluza/1527/sink.vmt,1,0.568785,24
benchmark/laut/kaluza/1665/sink.vmt,1,0.215652,19
benchmark/laut/kaluza/178/sink.vmt,1,0.518998,6
benchmark/laut/kaluza/1108/sink.vmt,0,0.016519,1
benchmark/laut/kaluza/616/sink.vmt,0,0.020668,1
benchmark/laut/kaluza/959/sink.vmt,0,0.033735,1
benchmark/laut/kaluza/1400/sink.vmt,1,0.216842,19
benchmark/laut/kaluza/1778/sink.vmt,0,0.116374,4
benchmark/laut/kaluza/1569/sink.vmt,0,0.033703,1
benchmark/laut/kaluza/537/sink.vmt,0,0.034668,1
benchmark/laut/kaluza/370/sink.vmt,0,0.165972,8
benchmark/laut/kaluza/1842/sink.vmt,0,0.017309,1
benchmark/laut/kaluza/251/sink.vmt,1,0.517452,6
benchmark/laut/kaluza/114/sink.vmt,1,0.065708,0
benchmark/laut/kaluza/1413/sink.vmt,0,0.032225,1
benchmark/laut/kaluza/18/sink.vmt,0,0.027547,1
benchmark/laut/kaluza/1975/sink.vmt,0,0.028219,1
benchmark/laut/kaluza/55/sink.vmt,1,0.034331,1
benchmark/laut/kaluza/852/sink.vmt,0,0.322029,16
benchmark/laut/kaluza/29/sink.vmt,1,0.066858,10
benchmark/laut/kaluza/496/sink.vmt,0,0.033543,1
benchmark/laut/kaluza/1164/sink.vmt,0,0.022875,1
benchmark/laut/kaluza/298/sink.vmt,0,0.268318,1
benchmark/laut/kaluza/1645/sink.vmt,0,0.032576,1
benchmark/laut/kaluza/1229/sink.vmt,0,0.033720,1
benchmark/laut/kaluza/345/sink.vmt,1,0.028138,1
benchmark/laut/kaluza/319/sink.vmt,1,0.774069,49
benchmark/laut/kaluza/1224/sink.vmt,1,0.216286,19
benchmark/laut/kaluza/1687/sink.vmt,1,0.218188,18
benchmark/laut/kaluza/625/sink.vmt,1,0.034158,1
benchmark/laut/kaluza/1966/sink.vmt,0,0.034108,1
benchmark/laut/kaluza/536/sink.vmt,1,0.170694,5
benchmark/laut/kaluza/1136/sink.vmt,0,0.034733,1
benchmark/laut/kaluza/1146/sink.vmt,1,0.281824,20
benchmark/laut/kaluza/1928/sink.vmt,0,0.032827,1
benchmark/laut/kaluza/718/sink.vmt,0,0.032707,1
benchmark/laut/kaluza/793/sink.vmt,1,0.038090,0
benchmark/laut/kaluza/926/sink.vmt,1,0.265889,19
benchmark/laut/kaluza/1096/sink.vmt,0,0.017025,1
benchmark/laut/kaluza/236/sink.vmt,1,3.079973,88
benchmark/laut/kaluza/1494/sink.vmt,1,0.268035,21
benchmark/laut/kaluza/780/sink.vmt,0,0.317089,16
benchmark/laut/kaluza/1496/sink.vmt,0,0.033095,1
benchmark/laut/kaluza/320/sink.vmt,1,0.620158,6
benchmark/laut/kaluza/798/sink.vmt,0,0.037253,1
benchmark/laut/kaluza/946/sink.vmt,1,0.217770,19
benchmark/laut/kaluza/1302/sink.vmt,1,0.032656,1
benchmark/laut/kaluza/1085/sink.vmt,0,0.017697,1
benchmark/laut/kaluza/679/sink.vmt,1,0.269455,21
benchmark/laut/kaluza/651/sink.vmt,0,0.035117,1
benchmark/laut/kaluza/1874/sink.vmt,0,0.016526,1
benchmark/laut/kaluza/1134/sink.vmt,1,0.117077,11
benchmark/laut/kaluza/1662/sink.vmt,1,0.266589,19
benchmark/laut/kaluza/1903/sink.vmt,0,0.065347,1
benchmark/laut/kaluza/809/sink.vmt,1,0.265430,19
benchmark/laut/kaluza/290/sink.vmt,0,0.017514,1
benchmark/laut/kaluza/563/sink.vmt,0,0.048546,1
benchmark/laut/kaluza/872/sink.vmt,0,0.033576,1
benchmark/laut/kaluza/1357/sink.vmt,1,0.533864,6
benchmark/laut/kaluza/1225/sink.vmt,0,0.368299,19
benchmark/laut/kaluza/1384/sink.vmt,1,0.033130,1
benchmark/laut/kaluza/720/sink.vmt,1,0.266842,20
benchmark/laut/kaluza/34/sink.vmt,1,0.116360,10
benchmark/laut/kaluza/1904/sink.vmt,0,0.033785,1
benchmark/laut/kaluza/212/sink.vmt,0,0.021980,1
benchmark/laut/kaluza/899/sink.vmt,1,0.318411,20
benchmark/laut/kaluza/1599/sink.vmt,0,0.033390,1
benchmark/laut/kaluza/857/sink.vmt,0,0.317775,16
benchmark/laut/kaluza/372/sink.vmt,1,0.267584,20
benchmark/laut/kaluza/807/sink.vmt,0,0.032642,1
benchmark/laut/kaluza/1796/sink.vmt,1,0.267917,19
benchmark/laut/kaluza/1103/sink.vmt,0,0.017443,1
benchmark/laut/kaluza/203/sink.vmt,1,0.069272,4
benchmark/laut/kaluza/919/sink.vmt,1,0.374100,11
benchmark/laut/kaluza/1416/sink.vmt,1,0.266474,21
benchmark/laut/kaluza/1735/sink.vmt,1,0.032484,1
benchmark/laut/kaluza/971/sink.vmt,0,0.032248,1
benchmark/laut/kaluza/1806/sink.vmt,0,0.029995,1
benchmark/laut/kaluza/195/sink.vmt,1,0.020856,1
benchmark/laut/kaluza/226/sink.vmt,0,0.018263,1
benchmark/laut/kaluza/638/sink.vmt,0,0.321841,16
benchmark/laut/kaluza/1610/sink.vmt,1,0.322678,20
benchmark/laut/kaluza/1424/sink.vmt,1,0.116323,11
benchmark/laut/kaluza/988/sink.vmt,0,0.033188,1
benchmark/laut/kaluza/1130/sink.vmt,1,0.367024,11
benchmark/laut/kaluza/57/sink.vmt,0,0.035206,1
benchmark/laut/kaluza/1006/sink.vmt,0,0.019202,1
benchmark/laut/kaluza/293/sink.vmt,0,0.032972,1
benchmark/laut/kaluza/1377/sink.vmt,0,0.019550,1
benchmark/laut/kaluza/730/sink.vmt,1,0.270810,20
benchmark/laut/kaluza/737/sink.vmt,1,0.316042,11
benchmark/laut/kaluza/1787/sink.vmt,1,0.065545,4
benchmark/laut/kaluza/1902/sink.vmt,1,0.066048,4
benchmark/laut/kaluza/1258/sink.vmt,0,0.034170,1
benchmark/laut/kaluza/1890/sink.vmt,1,0.266730,20
benchmark/laut/kaluza/288/sink.vmt,0,0.316857,1
benchmark/laut/kaluza/938/sink.vmt,0,0.036746,1
benchmark/laut/kaluza/525/sink.vmt,0,0.034498,1
benchmark/laut/kaluza/1621/sink.vmt,0,0.034220,1
benchmark/laut/kaluza/1220/sink.vmt,1,0.317994,20
benchmark/laut/kaluza/1139/sink.vmt,0,0.032536,1
benchmark/laut/kaluza/1217/sink.vmt,0,0.033785,1
benchmark/laut/kaluza/1607/sink.vmt,0,0.018352,1
benchmark/laut/kaluza/350/sink.vmt,1,0.017936,1
benchmark/laut/kaluza/1733/sink.vmt,0,0.036251,1
benchmark/laut/kaluza/1754/sink.vmt,0,0.065516,1
benchmark/laut/kaluza/650/sink.vmt,0,0.033698,1
benchmark/laut/kaluza/1114/sink.vmt,1,0.269454,20
benchmark/laut/kaluza/1946/sink.vmt,0,0.319034,16
benchmark/laut/kaluza/906/sink.vmt,0,0.032651,1
benchmark/laut/kaluza/219/sink.vmt,1,0.521195,6
benchmark/laut/kaluza/1046/sink.vmt,1,0.266558,19
benchmark/laut/kaluza/1383/sink.vmt,1,0.317387,20
benchmark/laut/kaluza/618/sink.vmt,1,0.033063,1
benchmark/laut/kaluza/552/sink.vmt,0,0.032776,1
benchmark/laut/kaluza/868/sink.vmt,0,0.020672,1
benchmark/laut/kaluza/1463/sink.vmt,0,0.065951,1
benchmark/laut/kaluza/1582/sink.vmt,0,0.021519,1
benchmark/laut/kaluza/1019/sink.vmt,0,0.168635,9
benchmark/laut/kaluza/40/sink.vmt,0,0.033045,1
benchmark/laut/kaluza/196/sink.vmt,1,0.019672,0
benchmark/laut/kaluza/969/sink.vmt,1,0.270457,21
benchmark/laut/kaluza/869/sink.vmt,0,0.033595,1
benchmark/laut/kaluza/383/sink.vmt,1,0.241249,20
benchmark/laut/kaluza/7/sink.vmt,0,0.016548,1
benchmark/laut/kaluza/850/sink.vmt,0,0.034016,1
benchmark/laut/kaluza/296/sink.vmt,0,0.017938,1
benchmark/laut/kaluza/1622/sink.vmt,1,0.318832,11
benchmark/laut/kaluza/1119/sink.vmt,1,0.034608,1
benchmark/laut/kaluza/584/sink.vmt,0,0.064761,1
benchmark/laut/kaluza/39/sink.vmt,0,0.021581,1
benchmark/laut/kaluza/1468/sink.vmt,1,0.266737,20
benchmark/laut/kaluza/1500/sink.vmt,0,0.065146,1
benchmark/laut/kaluza/1753/sink.vmt,0,0.316514,16
benchmark/laut/kaluza/1029/sink.vmt,1,0.165185,18
benchmark/laut/kaluza/115/sink.vmt,1,0.064818,4
benchmark/laut/kaluza/1900/sink.vmt,0,0.033456,1
benchmark/laut/kaluza/951/sink.vmt,0,0.016147,1
benchmark/laut/kaluza/1321/sink.vmt,0,0.019055,1
benchmark/laut/kaluza/1273/sink.vmt,0,0.033340,1
benchmark/laut/kaluza/817/sink.vmt,0,0.036234,1
benchmark/laut/kaluza/518/sink.vmt,1,0.570262,24
benchmark/laut/kaluza/497/sink.vmt,1,0.520430,6
benchmark/laut/kaluza/56/sink.vmt,t,0.0,0
benchmark/laut/kaluza/163/sink.vmt,1,0.120519,0
benchmark/laut/kaluza/712/sink.vmt,0,0.032234,1
benchmark/laut/kaluza/841/sink.vmt,0,0.020122,1
benchmark/laut/kaluza/986/sink.vmt,0,0.036819,1
benchmark/laut/kaluza/259/sink.vmt,1,0.529115,6
benchmark/laut/kaluza/239/sink.vmt,1,0.518840,6
benchmark/laut/kaluza/1038/sink.vmt,0,0.017506,1
benchmark/laut/kaluza/1418/sink.vmt,1,0.271235,19
benchmark/laut/kaluza/392/sink.vmt,0,0.366305,19
benchmark/laut/kaluza/783/sink.vmt,0,0.032588,1
benchmark/laut/kaluza/665/sink.vmt,1,0.024701,1
benchmark/laut/kaluza/1736/sink.vmt,1,0.218752,19
benchmark/laut/kaluza/231/sink.vmt,1,0.016563,0
benchmark/laut/kaluza/281/sink.vmt,0,0.018302,1
benchmark/laut/kaluza/1757/sink.vmt,0,0.034426,1
benchmark/laut/kaluza/545/sink.vmt,0,0.120452,4
benchmark/laut/kaluza/1183/sink.vmt,1,0.270374,20
benchmark/laut/kaluza/1350/sink.vmt,1,0.034106,0
benchmark/laut/kaluza/1482/sink.vmt,0,0.170331,9
benchmark/laut/kaluza/836/sink.vmt,0,0.033236,1
benchmark/laut/kaluza/283/sink.vmt,0,0.034563,1
benchmark/laut/kaluza/950/sink.vmt,0,0.034167,1
benchmark/laut/kaluza/1451/sink.vmt,1,0.117435,1
benchmark/laut/kaluza/1089/sink.vmt,0,0.033206,1
benchmark/laut/kaluza/1815/sink.vmt,0,0.033200,1
benchmark/laut/kaluza/1823/sink.vmt,0,0.016818,1
benchmark/laut/kaluza/1358/sink.vmt,0,0.070803,1
benchmark/laut/kaluza/1155/sink.vmt,1,0.033659,1
benchmark/laut/kaluza/1738/sink.vmt,0,0.039674,1
benchmark/laut/kaluza/835/sink.vmt,1,0.318848,11
benchmark/laut/kaluza/117/sink.vmt,0,0.019119,1
benchmark/laut/kaluza/1573/sink.vmt,1,0.371231,11
benchmark/laut/kaluza/739/sink.vmt,0,0.023033,1
benchmark/laut/kaluza/1352/sink.vmt,0,0.067809,1
benchmark/laut/kaluza/766/sink.vmt,1,0.266853,19
benchmark/laut/kaluza/862/sink.vmt,1,0.317432,20
benchmark/laut/kaluza/1648/sink.vmt,1,0.367334,11
benchmark/laut/kaluza/640/sink.vmt,1,0.016969,0
benchmark/laut/kaluza/66/sink.vmt,0,0.034343,1
benchmark/laut/kaluza/1374/sink.vmt,1,0.039240,1
benchmark/laut/kaluza/434/sink.vmt,0,0.064620,1
benchmark/laut/kaluza/1652/sink.vmt,1,0.519095,6
benchmark/laut/kaluza/1755/sink.vmt,0,0.033689,1
benchmark/laut/kaluza/1869/sink.vmt,0,0.016550,1
benchmark/laut/kaluza/106/sink.vmt,1,0.066190,4
benchmark/laut/kaluza/371/sink.vmt,1,0.017228,0
benchmark/laut/kaluza/910/sink.vmt,1,0.318278,20
benchmark/laut/kaluza/1639/sink.vmt,1,0.267300,20
benchmark/laut/kaluza/180/sink.vmt,1,0.016989,0
benchmark/laut/kaluza/680/sink.vmt,0,0.117550,4
benchmark/laut/kaluza/882/sink.vmt,0,0.033150,1
benchmark/laut/kaluza/256/sink.vmt,1,0.036237,4
benchmark/laut/kaluza/1962/sink.vmt,0,0.128647,4
benchmark/laut/kaluza/1907/sink.vmt,0,0.066178,1
benchmark/laut/kaluza/1107/sink.vmt,0,0.032104,1
benchmark/laut/kaluza/395/sink.vmt,0,0.022945,1
benchmark/laut/kaluza/1898/sink.vmt,0,0.032956,1
benchmark/laut/kaluza/1678/sink.vmt,1,0.467299,24
benchmark/laut/kaluza/1274/sink.vmt,0,0.017249,1
benchmark/laut/kaluza/162/sink.vmt,1,0.040642,1
benchmark/laut/kaluza/27/sink.vmt,0,0.036742,1
benchmark/laut/kaluza/891/sink.vmt,0,0.016580,1
benchmark/laut/kaluza/378/sink.vmt,0,0.032874,1
benchmark/laut/kaluza/1830/sink.vmt,1,0.371315,20
benchmark/laut/kaluza/1178/sink.vmt,1,0.266821,20
benchmark/laut/kaluza/1142/sink.vmt,1,0.366108,11
benchmark/laut/kaluza/1932/sink.vmt,1,0.318538,11
benchmark/laut/kaluza/1151/sink.vmt,1,0.520340,6
benchmark/laut/kaluza/1813/sink.vmt,1,0.266952,20
benchmark/laut/kaluza/591/sink.vmt,1,0.517148,6
benchmark/laut/kaluza/1922/sink.vmt,0,0.117332,4
benchmark/laut/kaluza/1588/sink.vmt,0,0.067654,1
benchmark/laut/kaluza/1074/sink.vmt,1,0.367264,11
benchmark/laut/kaluza/1862/sink.vmt,0,0.032987,1
benchmark/laut/kaluza/274/sink.vmt,1,0.018715,0
benchmark/laut/kaluza/1816/sink.vmt,0,0.032340,1
benchmark/laut/kaluza/1931/sink.vmt,1,0.270442,20
benchmark/laut/kaluza/1480/sink.vmt,1,0.033585,1
benchmark/laut/kaluza/1909/sink.vmt,0,0.068447,1
benchmark/laut/kaluza/1940/sink.vmt,1,0.116360,11
benchmark/laut/kaluza/1841/sink.vmt,0,0.023531,1
benchmark/laut/kaluza/649/sink.vmt,0,0.172034,9
benchmark/laut/kaluza/1526/sink.vmt,0,0.065092,1
benchmark/laut/kaluza/59/sink.vmt,0,0.016190,1
benchmark/laut/kaluza/875/sink.vmt,0,0.127478,4
benchmark/laut/kaluza/1855/sink.vmt,0,0.033979,1
benchmark/laut/kaluza/1805/sink.vmt,1,0.215431,19
benchmark/laut/kaluza/165/sink.vmt,1,0.115268,4
benchmark/laut/kaluza/275/sink.vmt,1,0.518819,6
benchmark/laut/kaluza/128/sink.vmt,1,0.033181,0
benchmark/laut/kaluza/217/sink.vmt,1,0.065457,4
benchmark/laut/kaluza/1301/sink.vmt,0,0.034080,1
benchmark/laut/kaluza/830/sink.vmt,0,0.033245,1
benchmark/laut/kaluza/157/sink.vmt,1,0.517533,6
benchmark/laut/kaluza/1502/sink.vmt,0,0.033135,1
benchmark/laut/kaluza/1233/sink.vmt,1,0.034156,0
benchmark/laut/kaluza/1704/sink.vmt,0,0.035208,1
benchmark/laut/kaluza/1328/sink.vmt,0,0.315598,16
benchmark/laut/kaluza/1981/sink.vmt,1,0.170191,18
benchmark/laut/kaluza/1104/sink.vmt,1,0.032744,1
benchmark/laut/kaluza/1626/sink.vmt,0,0.119345,4
benchmark/laut/kaluza/1614/sink.vmt,1,0.066304,4
benchmark/laut/kaluza/1956/sink.vmt,1,0.065693,1
benchmark/laut/kaluza/532/sink.vmt,0,0.032660,1
benchmark/laut/kaluza/1093/sink.vmt,1,0.033253,1
benchmark/laut/kaluza/1769/sink.vmt,1,0.033289,1
benchmark/laut/kaluza/76/sink.vmt,1,0.216759,5
benchmark/laut/kaluza/269/sink.vmt,1,0.033219,2
benchmark/laut/kaluza/554/sink.vmt,1,0.122466,11
benchmark/laut/kaluza/1344/sink.vmt,0,0.120475,4
benchmark/laut/kaluza/447/sink.vmt,0,0.032718,1
benchmark/laut/kaluza/573/sink.vmt,1,0.317597,11
benchmark/laut/kaluza/398/sink.vmt,0,0.033062,1
benchmark/laut/kaluza/329/sink.vmt,1,0.040812,1
benchmark/laut/kaluza/1624/sink.vmt,0,0.017373,1
benchmark/laut/kaluza/71/sink.vmt,1,0.521423,6
benchmark/laut/kaluza/1627/sink.vmt,0,0.373598,19
benchmark/laut/kaluza/1171/sink.vmt,1,0.033624,1
benchmark/laut/kaluza/1278/sink.vmt,0,0.319070,16
benchmark/laut/kaluza/993/sink.vmt,1,0.033768,1
benchmark/laut/kaluza/668/sink.vmt,1,0.268626,19
benchmark/laut/kaluza/827/sink.vmt,1,0.033676,1
benchmark/laut/kaluza/787/sink.vmt,0,0.034185,1
benchmark/laut/kaluza/1267/sink.vmt,1,0.066353,4
benchmark/laut/kaluza/1386/sink.vmt,0,0.017313,1
benchmark/laut/kaluza/1511/sink.vmt,1,0.270497,19
benchmark/laut/kaluza/608/sink.vmt,1,0.065625,1
benchmark/laut/kaluza/69/sink.vmt,1,0.032676,0
benchmark/laut/kaluza/21/sink.vmt,1,0.181001,13
benchmark/laut/kaluza/1721/sink.vmt,1,0.320094,21
benchmark/laut/kaluza/1240/sink.vmt,0,0.018469,1
benchmark/laut/kaluza/837/sink.vmt,0,0.033309,1
benchmark/laut/kaluza/366/sink.vmt,0,0.368698,19
benchmark/laut/kaluza/1268/sink.vmt,1,0.317092,20
benchmark/laut/kaluza/1510/sink.vmt,1,0.872884,8
benchmark/laut/kaluza/1036/sink.vmt,1,0.018027,1
benchmark/laut/kaluza/313/sink.vmt,1,0.525046,6
benchmark/laut/kaluza/978/sink.vmt,0,0.033771,1
benchmark/laut/kaluza/1625/sink.vmt,0,0.033639,1
benchmark/laut/kaluza/1945/sink.vmt,0,0.016276,1
benchmark/laut/kaluza/661/sink.vmt,0,0.369609,19
benchmark/laut/kaluza/577/sink.vmt,1,0.116929,11
benchmark/laut/kaluza/364/sink.vmt,1,0.033185,1
benchmark/laut/kaluza/599/sink.vmt,0,0.016624,1
benchmark/laut/kaluza/1425/sink.vmt,0,0.037695,1
benchmark/laut/kaluza/1138/sink.vmt,1,0.032946,1
benchmark/laut/kaluza/1543/sink.vmt,1,0.220145,19
benchmark/laut/kaluza/232/sink.vmt,1,0.524921,6
benchmark/laut/kaluza/1112/sink.vmt,1,0.268330,20
benchmark/laut/kaluza/1363/sink.vmt,1,0.271410,19
benchmark/laut/kaluza/201/sink.vmt,1,0.516748,6
benchmark/laut/kaluza/36/sink.vmt,1,0.166996,9
benchmark/laut/kaluza/1750/sink.vmt,1,0.369898,11
benchmark/laut/kaluza/1293/sink.vmt,1,0.033082,1
benchmark/laut/kaluza/855/sink.vmt,1,0.037014,0
benchmark/laut/kaluza/1330/sink.vmt,0,0.217346,13
benchmark/laut/kaluza/816/sink.vmt,1,0.671733,6
benchmark/laut/kaluza/588/sink.vmt,0,0.034210,1
benchmark/laut/kaluza/20/sink.vmt,0,0.019725,1
benchmark/laut/kaluza/413/sink.vmt,1,0.215915,19
benchmark/laut/kaluza/15/sink.vmt,1,0.120240,10
benchmark/laut/kaluza/1791/sink.vmt,1,0.033376,1
benchmark/laut/kaluza/120/sink.vmt,t,0.0,0
benchmark/laut/kaluza/1390/sink.vmt,0,0.118256,1
benchmark/laut/kaluza/1495/sink.vmt,0,0.016682,1
benchmark/laut/kaluza/1871/sink.vmt,0,0.025664,1
benchmark/laut/kaluza/116/sink.vmt,t,0.0,0
benchmark/laut/kaluza/240/sink.vmt,0,0.019958,1
benchmark/laut/kaluza/261/sink.vmt,0,0.429574,1
benchmark/laut/kaluza/613/sink.vmt,0,0.033580,1
benchmark/laut/kaluza/77/sink.vmt,1,0.067442,1
benchmark/laut/kaluza/1135/sink.vmt,0,0.032995,1
benchmark/laut/kaluza/1593/sink.vmt,0,0.323654,16
benchmark/laut/kaluza/403/sink.vmt,0,0.038165,1
benchmark/laut/kaluza/1335/sink.vmt,0,0.017215,1
benchmark/laut/kaluza/456/sink.vmt,0,0.032140,1
benchmark/laut/kaluza/361/sink.vmt,1,0.033227,1
benchmark/laut/kaluza/148/sink.vmt,1,0.525183,6
benchmark/laut/kaluza/1867/sink.vmt,0,0.017995,1
benchmark/laut/kaluza/347/sink.vmt,1,0.032735,1
benchmark/laut/kaluza/546/sink.vmt,1,0.028227,0
benchmark/laut/kaluza/374/sink.vmt,1,0.023087,0
benchmark/laut/kaluza/1231/sink.vmt,0,0.036177,1
benchmark/laut/kaluza/1203/sink.vmt,0,0.119567,4
benchmark/laut/kaluza/594/sink.vmt,1,0.036755,1
benchmark/laut/kaluza/865/sink.vmt,0,0.168108,9
benchmark/laut/kaluza/1849/sink.vmt,1,0.316376,20
benchmark/laut/kaluza/921/sink.vmt,0,0.039156,1
benchmark/laut/kaluza/1021/sink.vmt,0,0.019275,1
benchmark/laut/kaluza/1005/sink.vmt,0,0.318647,16
benchmark/laut/kaluza/1361/sink.vmt,1,0.219867,19
benchmark/laut/kaluza/861/sink.vmt,1,0.034679,1
benchmark/laut/kaluza/300/sink.vmt,1,0.017922,0
benchmark/laut/kaluza/1843/sink.vmt,1,0.216344,19
benchmark/laut/kaluza/192/sink.vmt,0,0.017296,1
benchmark/laut/kaluza/1893/sink.vmt,1,0.019457,1
benchmark/laut/kaluza/627/sink.vmt,1,0.321305,21
benchmark/laut/kaluza/516/sink.vmt,1,0.569138,24
benchmark/laut/kaluza/33/sink.vmt,1,0.371061,23
benchmark/laut/kaluza/1685/sink.vmt,0,0.167135,9
benchmark/laut/kaluza/377/sink.vmt,1,0.032545,1
benchmark/laut/kaluza/535/sink.vmt,0,0.035231,1
benchmark/laut/kaluza/1436/sink.vmt,0,0.166454,9
benchmark/laut/kaluza/1327/sink.vmt,0,0.033158,1
benchmark/laut/kaluza/166/sink.vmt,1,0.527049,6
benchmark/laut/kaluza/1992/sink.vmt,0,0.033692,1
benchmark/laut/kaluza/11/sink.vmt,0,0.032840,1
benchmark/laut/kaluza/1960/sink.vmt,0,0.023533,1
benchmark/laut/kaluza/1032/sink.vmt,0,0.169212,9
benchmark/laut/kaluza/626/sink.vmt,1,0.315791,20
benchmark/laut/kaluza/1111/sink.vmt,1,0.271649,20
benchmark/laut/kaluza/438/sink.vmt,0,0.369627,19
benchmark/laut/kaluza/391/sink.vmt,0,0.033071,1
benchmark/laut/kaluza/1161/sink.vmt,0,0.033702,1
benchmark/laut/kaluza/1387/sink.vmt,1,0.317660,20
benchmark/laut/kaluza/1378/sink.vmt,t,0.0,0
benchmark/laut/kaluza/1311/sink.vmt,1,0.320801,20
benchmark/laut/kaluza/52/sink.vmt,1,0.034637,4
benchmark/laut/kaluza/481/sink.vmt,0,0.035737,1
benchmark/laut/kaluza/1275/sink.vmt,0,0.368756,4
benchmark/laut/kaluza/1854/sink.vmt,0,0.033028,1
benchmark/laut/kaluza/1068/sink.vmt,1,0.117033,11
benchmark/laut/kaluza/46/sink.vmt,0,0.016717,1
benchmark/laut/kaluza/538/sink.vmt,1,0.317850,21
benchmark/laut/kaluza/83/sink.vmt,1,0.065752,1
benchmark/laut/kaluza/431/sink.vmt,1,0.065218,1
benchmark/laut/kaluza/1669/sink.vmt,1,0.318057,20
benchmark/laut/kaluza/664/sink.vmt,0,0.021243,1
benchmark/laut/kaluza/221/sink.vmt,0,0.034549,1
benchmark/laut/kaluza/10/sink.vmt,1,0.033169,1
benchmark/laut/kaluza/732/sink.vmt,0,0.017644,1
benchmark/laut/kaluza/1280/sink.vmt,0,0.035258,1
benchmark/laut/kaluza/389/sink.vmt,0,0.123096,8
benchmark/laut/kaluza/999/sink.vmt,0,0.035632,1
benchmark/laut/kaluza/936/sink.vmt,0,0.035884,1
benchmark/laut/kaluza/1575/sink.vmt,0,0.033983,1
benchmark/laut/kaluza/1201/sink.vmt,1,0.266680,20
benchmark/laut/kaluza/145/sink.vmt,1,0.065250,3
benchmark/laut/kaluza/1191/sink.vmt,0,0.032617,1
benchmark/laut/kaluza/1175/sink.vmt,1,0.316734,21
benchmark/laut/kaluza/1152/sink.vmt,0,0.017674,1
benchmark/laut/kaluza/1348/sink.vmt,0,0.171707,9
