benchmark=kaluza,solver=abc,TO=20.000000
path,sat,time,step
benchmark/laut/kaluza/1915/sink.abc,1,0.124010,2
benchmark/laut/kaluza/996/sink.abc,1,0.117559,2
benchmark/laut/kaluza/454/sink.abc,1,0.526014,22
benchmark/laut/kaluza/214/sink.abc,1,0.117426,1
benchmark/laut/kaluza/529/sink.abc,0,0.119092,1
benchmark/laut/kaluza/738/sink.abc,1,0.421317,25
benchmark/laut/kaluza/580/sink.abc,0,0.118809,1
benchmark/laut/kaluza/947/sink.abc,1,0.168978,20
benchmark/laut/kaluza/1533/sink.abc,0,0.117727,1
benchmark/laut/kaluza/1906/sink.abc,0,0.117022,1
benchmark/laut/kaluza/751/sink.abc,0,0.120696,1
benchmark/laut/kaluza/1223/sink.abc,0,0.169198,1
benchmark/laut/kaluza/1551/sink.abc,1,0.170160,23
benchmark/laut/kaluza/204/sink.abc,t,0.0,0
benchmark/laut/kaluza/723/sink.abc,1,0.372728,6
benchmark/laut/kaluza/325/sink.abc,1,0.120995,1
benchmark/laut/kaluza/1546/sink.abc,0,0.324091,1
benchmark/laut/kaluza/773/sink.abc,0,0.116825,1
benchmark/laut/kaluza/1149/sink.abc,0,0.119785,1
benchmark/laut/kaluza/152/sink.abc,1,0.391227,8
benchmark/laut/kaluza/1955/sink.abc,1,0.218643,22
benchmark/laut/kaluza/596/sink.abc,0,0.120519,1
benchmark/laut/kaluza/615/sink.abc,1,0.168917,20
benchmark/laut/kaluza/1517/sink.abc,0,0.120745,1
benchmark/laut/kaluza/150/sink.abc,1,0.118360,2
benchmark/laut/kaluza/136/sink.abc,0,0.172209,1
benchmark/laut/kaluza/1798/sink.abc,1,0.118867,2
benchmark/laut/kaluza/791/sink.abc,0,0.119125,1
benchmark/laut/kaluza/1316/sink.abc,1,0.170429,2
benchmark/laut/kaluza/1116/sink.abc,1,0.222530,23
benchmark/laut/kaluza/1545/sink.abc,0,0.127470,1
benchmark/laut/kaluza/694/sink.abc,1,0.119337,2
benchmark/laut/kaluza/928/sink.abc,0,0.128354,1
benchmark/laut/kaluza/78/sink.abc,1,0.118577,1
benchmark/laut/kaluza/843/sink.abc,0,0.116415,1
benchmark/laut/kaluza/1411/sink.abc,1,0.369657,6
benchmark/laut/kaluza/1473/sink.abc,0,0.116971,1
benchmark/laut/kaluza/1504/sink.abc,1,0.168980,23
benchmark/laut/kaluza/188/sink.abc,0,0.117064,1
benchmark/laut/kaluza/444/sink.abc,0,0.121201,1
benchmark/laut/kaluza/1688/sink.abc,1,0.166751,21
benchmark/laut/kaluza/501/sink.abc,1,0.154811,20
benchmark/laut/kaluza/513/sink.abc,1,0.116837,1
benchmark/laut/kaluza/1131/sink.abc,1,4.002179,25
benchmark/laut/kaluza/621/sink.abc,0,0.117681,1
benchmark/laut/kaluza/1583/sink.abc,0,0.118444,1
benchmark/laut/kaluza/645/sink.abc,1,0.523640,22
benchmark/laut/kaluza/1777/sink.abc,1,0.170711,21
benchmark/laut/kaluza/1313/sink.abc,0,0.223627,1
benchmark/laut/kaluza/948/sink.abc,1,0.168611,20
benchmark/laut/kaluza/189/sink.abc,1,0.774473,66
benchmark/laut/kaluza/724/sink.abc,0,0.123069,1
benchmark/laut/kaluza/1741/sink.abc,0,0.117636,1
benchmark/laut/kaluza/643/sink.abc,0,0.118450,1
benchmark/laut/kaluza/79/sink.abc,1,0.116690,1
benchmark/laut/kaluza/358/sink.abc,0,0.117209,1
benchmark/laut/kaluza/929/sink.abc,1,0.168657,20
benchmark/laut/kaluza/356/sink.abc,0,0.118354,1
benchmark/laut/kaluza/84/sink.abc,1,0.168086,5
benchmark/laut/kaluza/1070/sink.abc,1,0.170792,20
benchmark/laut/kaluza/103/sink.abc,1,0.133764,2
benchmark/laut/kaluza/719/sink.abc,t,0.0,0
benchmark/laut/kaluza/940/sink.abc,0,0.120633,1
benchmark/laut/kaluza/1165/sink.abc,0,0.123221,1
benchmark/laut/kaluza/1936/sink.abc,1,0.115350,2
benchmark/laut/kaluza/409/sink.abc,1,0.122556,1
benchmark/laut/kaluza/1072/sink.abc,1,0.525023,22
benchmark/laut/kaluza/1419/sink.abc,0,0.473155,1
benchmark/laut/kaluza/897/sink.abc,1,0.116827,1
benchmark/laut/kaluza/1792/sink.abc,1,0.217153,21
benchmark/laut/kaluza/480/sink.abc,1,0.374862,6
benchmark/laut/kaluza/1705/sink.abc,0,0.117200,1
benchmark/laut/kaluza/1154/sink.abc,0,0.118225,1
benchmark/laut/kaluza/1298/sink.abc,1,0.121089,20
benchmark/laut/kaluza/779/sink.abc,0,0.122579,1
benchmark/laut/kaluza/1187/sink.abc,1,0.167760,21
benchmark/laut/kaluza/1157/sink.abc,1,0.120301,2
benchmark/laut/kaluza/1547/sink.abc,0,0.123692,1
benchmark/laut/kaluza/1118/sink.abc,1,0.166916,23
benchmark/laut/kaluza/1306/sink.abc,0,0.120066,1
benchmark/laut/kaluza/1999/sink.abc,0,0.119958,1
benchmark/laut/kaluza/568/sink.abc,1,0.371887,6
benchmark/laut/kaluza/883/sink.abc,0,0.118020,1
benchmark/laut/kaluza/1779/sink.abc,0,0.119705,1
benchmark/laut/kaluza/1628/sink.abc,1,0.217304,22
benchmark/laut/kaluza/332/sink.abc,1,0.121207,2
benchmark/laut/kaluza/818/sink.abc,1,0.272911,26
benchmark/laut/kaluza/957/sink.abc,0,0.119628,1
benchmark/laut/kaluza/12/sink.abc,0,0.118136,1
benchmark/laut/kaluza/1450/sink.abc,1,0.169106,20
benchmark/laut/kaluza/425/sink.abc,0,0.173775,1
benchmark/laut/kaluza/569/sink.abc,0,0.170882,1
benchmark/laut/kaluza/1538/sink.abc,0,0.118120,1
benchmark/laut/kaluza/1611/sink.abc,0,0.167677,1
benchmark/laut/kaluza/43/sink.abc,0,0.125258,1
benchmark/laut/kaluza/177/sink.abc,1,0.118826,5
benchmark/laut/kaluza/1640/sink.abc,1,0.118534,20
benchmark/laut/kaluza/82/sink.abc,t,0.0,0
benchmark/laut/kaluza/1284/sink.abc,0,0.116444,1
benchmark/laut/kaluza/169/sink.abc,1,0.117304,5
benchmark/laut/kaluza/1447/sink.abc,0,0.481487,1
benchmark/laut/kaluza/1380/sink.abc,1,0.573687,22
benchmark/laut/kaluza/1803/sink.abc,1,0.421627,25
benchmark/laut/kaluza/1263/sink.abc,0,0.118026,1
benchmark/laut/kaluza/191/sink.abc,1,0.118440,1
benchmark/laut/kaluza/632/sink.abc,1,0.218441,22
benchmark/laut/kaluza/610/sink.abc,1,0.169776,20
benchmark/laut/kaluza/1345/sink.abc,0,0.117366,1
benchmark/laut/kaluza/667/sink.abc,1,0.171055,21
benchmark/laut/kaluza/1017/sink.abc,1,0.171655,21
benchmark/laut/kaluza/426/sink.abc,0,0.120461,1
benchmark/laut/kaluza/315/sink.abc,1,0.218733,7
benchmark/laut/kaluza/916/sink.abc,0,0.117808,1
benchmark/laut/kaluza/1570/sink.abc,0,0.120080,1
benchmark/laut/kaluza/767/sink.abc,1,0.166908,20
benchmark/laut/kaluza/1423/sink.abc,1,0.169637,21
benchmark/laut/kaluza/531/sink.abc,1,0.122665,2
benchmark/laut/kaluza/1657/sink.abc,1,0.118975,2
benchmark/laut/kaluza/1860/sink.abc,1,0.166415,21
benchmark/laut/kaluza/1731/sink.abc,0,0.120794,1
benchmark/laut/kaluza/1012/sink.abc,0,0.186625,1
benchmark/laut/kaluza/1914/sink.abc,1,0.169877,20
benchmark/laut/kaluza/464/sink.abc,1,0.175690,21
benchmark/laut/kaluza/614/sink.abc,1,0.168124,23
benchmark/laut/kaluza/1579/sink.abc,0,0.119858,1
benchmark/laut/kaluza/721/sink.abc,0,0.115845,1
benchmark/laut/kaluza/871/sink.abc,1,0.167990,19
benchmark/laut/kaluza/572/sink.abc,1,0.222295,22
benchmark/laut/kaluza/755/sink.abc,0,0.117429,1
benchmark/laut/kaluza/1483/sink.abc,0,0.168553,1
benchmark/laut/kaluza/1967/sink.abc,0,0.120781,1
benchmark/laut/kaluza/565/sink.abc,0,0.122128,1
benchmark/laut/kaluza/504/sink.abc,0,0.118855,1
benchmark/laut/kaluza/1718/sink.abc,1,0.169875,2
benchmark/laut/kaluza/1421/sink.abc,1,0.169385,23
benchmark/laut/kaluza/1910/sink.abc,1,0.116835,2
benchmark/laut/kaluza/553/sink.abc,0,0.118381,1
benchmark/laut/kaluza/1073/sink.abc,1,0.167181,6
benchmark/laut/kaluza/334/sink.abc,1,0.120100,2
benchmark/laut/kaluza/989/sink.abc,1,0.170841,20
benchmark/laut/kaluza/1125/sink.abc,0,0.124259,1
benchmark/laut/kaluza/641/sink.abc,0,0.119660,1
benchmark/laut/kaluza/1856/sink.abc,1,0.165212,21
benchmark/laut/kaluza/331/sink.abc,1,0.119036,2
benchmark/laut/kaluza/1008/sink.abc,1,0.373743,6
benchmark/laut/kaluza/560/sink.abc,1,0.119784,2
benchmark/laut/kaluza/463/sink.abc,0,0.118762,1
benchmark/laut/kaluza/541/sink.abc,1,0.116550,5
benchmark/laut/kaluza/511/sink.abc,1,0.320395,6
benchmark/laut/kaluza/1488/sink.abc,1,0.165764,21
benchmark/laut/kaluza/1491/sink.abc,0,0.120774,1
benchmark/laut/kaluza/1044/sink.abc,0,0.116042,1
benchmark/laut/kaluza/433/sink.abc,1,0.171095,21
benchmark/laut/kaluza/1088/sink.abc,1,0.221647,20
benchmark/laut/kaluza/1059/sink.abc,1,0.171420,20
benchmark/laut/kaluza/1912/sink.abc,1,0.123804,2
benchmark/laut/kaluza/1535/sink.abc,1,0.320508,6
benchmark/laut/kaluza/812/sink.abc,1,0.219977,21
benchmark/laut/kaluza/1566/sink.abc,0,0.123191,1
benchmark/laut/kaluza/139/sink.abc,1,0.322550,6
benchmark/laut/kaluza/1326/sink.abc,1,0.170087,23
benchmark/laut/kaluza/867/sink.abc,1,0.174391,21
benchmark/laut/kaluza/260/sink.abc,0,0.115759,1
benchmark/laut/kaluza/729/sink.abc,1,0.119374,2
benchmark/laut/kaluza/772/sink.abc,0,0.118453,1
benchmark/laut/kaluza/1938/sink.abc,0,0.119685,1
benchmark/laut/kaluza/410/sink.abc,1,0.123913,2
benchmark/laut/kaluza/1027/sink.abc,0,0.123537,1
benchmark/laut/kaluza/1982/sink.abc,0,0.117593,1
benchmark/laut/kaluza/642/sink.abc,0,0.118912,1
benchmark/laut/kaluza/1993/sink.abc,0,0.121873,1
benchmark/laut/kaluza/1238/sink.abc,1,0.173182,20
